English,Gloss,Href
I love apples. I eat one every day.,APPLES I LOVE. EVERY DAY EAT I.,https://www.signingsavvy.com/sentences/amounts/7652
Kay ate 9 apples.,9 APPLES K-A-Y ATE.,https://www.signingsavvy.com/sentences/amounts/7651
My friend drinks 2 bottles of soda pop for breakfast.,BREAKFAST 2 POPS MY FRIEND DRINK.,https://www.signingsavvy.com/sentences/amounts/7679
Popcorn costs $6.00.,POPCORN COSTS 6 DOLLARS.,https://www.signingsavvy.com/sentences/amounts/7701
5 APPLES + 6 APPLES = 11 APPLES,5 APPLES + 6 APPLES = 11 APPLES,https://www.signingsavvy.com/sentences/amounts/7647
I have 2 dogs.,2 DOGS I HAVE.,https://www.signingsavvy.com/sentences/amounts/7708
I have six coats.,6 COATS I HAVE.,https://www.signingsavvy.com/sentences/amounts/7709
Can you hear all the birds singing?,ALL BIRDS SINGING HEAR CAN YOU?,https://www.signingsavvy.com/sentences/animals/5213
"Two cats are better, so they don't get lonely.",TWO CATS BETTER WHY? NOT BECOME LONELY.,https://www.signingsavvy.com/sentences/animals/5214
My dog is always in trouble.,TROUBLE MY #DOG ALWAYS.,https://www.signingsavvy.com/sentences/animals/5215
My cat weighs 18 pounds.,MY CAT WEIGH HOW MUCH? 18 POUNDS.,https://www.signingsavvy.com/sentences/animals/5216
The pet store has 10 workers.,P-E-T STORE WORKERS HOW MANY? 10.,https://www.signingsavvy.com/sentences/animals/5217
We saw a big black bear and her two babies in the woods yesterday.,YESTERDAY WOODS BIG BLACK BEAR HER TWO C-U-B-S WE SAW.,https://www.signingsavvy.com/sentences/animals/5218
Look at all the beautiful butterflies!,BEAUTIFUL BUTTERFLIES LOOK-AT!,https://www.signingsavvy.com/sentences/animals/5219
Five little ducks are playing in the water.,WATER DUCKS FIVE LITTLE LITTLE LITTLE LITTLE LITTLE PLAY AROUND.,https://www.signingsavvy.com/sentences/animals/5220
Yesterday I saw a bald eagle outside my window.,YESTERDAY HAPPEN WHAT? WINDOW I LOOK SEE EAGLE.,https://www.signingsavvy.com/sentences/animals/5221
My cat likes to chase frogs.,CHASE FROGS MY CAT LIKES.,https://www.signingsavvy.com/sentences/animals/5222
I have seven white horses.,7 WHITE HORSES I HAVE.,https://www.signingsavvy.com/sentences/animals/5223
My grandfather used to hunt for deer.,LONG TIME AGO MY GRANDFATHER DEER HE HUNT.,https://www.signingsavvy.com/sentences/animals/5224
My neighbor has 8 children and 4 dogs.,8 CHILDREN 4 #DOG MY NEIGHBOR HAS.,https://www.signingsavvy.com/sentences/animals/5225
I have more than 100 pigs on my farm.,MY FARM HAVE WHAT? MORE-THAN 100 PIGS.,https://www.signingsavvy.com/sentences/animals/5226
My Labrador puppy is 6 months old.,MY P-U-P-P-Y L-A-B OLD 6-MONTHS.,https://www.signingsavvy.com/sentences/animals/5227
My pet rat’s name is Remy.,MY P-E-T RAT NAME WHAT? R-E-M-Y,https://www.signingsavvy.com/sentences/animals/5228
Michigan has black squirrels.,M-I-C-H HAS WHAT? BLACK SQUIRRELS.,https://www.signingsavvy.com/sentences/animals/5229
My cat's favorite food is tuna.,T-U-N-A MY CAT FAVORITE FOOD.,https://www.signingsavvy.com/sentences/animals/5230
My two cats look alike.,MY TWO CATS LOOK ALIKE.,https://www.signingsavvy.com/sentences/animals/5231
My new puppy is not potty trained yet.,MY NEW P-U-P-P-Y POTTY TRAINED NOT YET.,https://www.signingsavvy.com/sentences/animals/5232
I have 10 different fish in my aquarium.,MY A-Q-U-A-R-I-U-M 10 DIFFERENT DIFFERENT DIFFERENT DIFFERENT FISH I HAVE.,https://www.signingsavvy.com/sentences/animals/5233
My son volunteers every week at the animal shelter.,EVERY WEEK ANIMAL S-H-E-L-T-E-R MY SON VOLUNTEER.,https://www.signingsavvy.com/sentences/animals/5234
There are too many mosquitos when I camp in the wilderness.,WILDERNESS I CAMP TOO MANY MOSQUITOS.,https://www.signingsavvy.com/sentences/animals/5235
I like to cuddle up with my cat.,MY CAT I LIKE CUDDLE.,https://www.signingsavvy.com/sentences/animals/5236
Devon is afraid of bears.,BEARS D-E-V-O-N AFRAID.,https://www.signingsavvy.com/sentences/animals/7706
My dog is afraid of thunder and lightning.,THUNDER LIGHTNING MY DOG AFRAID.,https://www.signingsavvy.com/sentences/animals/7725
I have 2 dogs.,2 DOGS I HAVE.,https://www.signingsavvy.com/sentences/animals/7705
What color is the animal?,ANIMAL COLOR WHAT?,https://www.signingsavvy.com/sentences/animals/7322
The frog is green.,FROG COLOR WHAT? GREEN,https://www.signingsavvy.com/sentences/animals/7325
The whale is blue.,WHALE COLOR WHAT? BLUE,https://www.signingsavvy.com/sentences/animals/7328
The baby duck is yellow.,BABY DUCK COLOR WHAT? YELLOW,https://www.signingsavvy.com/sentences/animals/7331
The butterfly is purple.,BUTTERFLY COLOR WHAT? PURPLE,https://www.signingsavvy.com/sentences/animals/7334
The squirrel is red.,SQUIRREL COLOR WHAT? RED,https://www.signingsavvy.com/sentences/animals/7337
The pig is pink.,PIG COLOR WHAT? PINK,https://www.signingsavvy.com/sentences/animals/7340
The tiger is orange.,TIGER COLOR WHAT? ORANGE,https://www.signingsavvy.com/sentences/animals/7343
The cow is brown.,COW COLOR WHAT? BROWN,https://www.signingsavvy.com/sentences/animals/7346
The deer is tan.,DEER COLOR WHAT? TAN,https://www.signingsavvy.com/sentences/animals/7349
The horse is white.,HORSE COLOR WHAT? WHITE,https://www.signingsavvy.com/sentences/animals/7352
The cat is black.,CAT COLOR WHAT? BLACK,https://www.signingsavvy.com/sentences/animals/7355
The mouse is gray.,MOUSE COLOR WHAT? GRAY,https://www.signingsavvy.com/sentences/animals/7358
The lion is gold.,LION COLOR WHAT? GOLD,https://www.signingsavvy.com/sentences/animals/7361
The snake is silver.,SNAKE COLOR WHAT? SILVER,https://www.signingsavvy.com/sentences/animals/7364
I love whales.,WHALES I LOVE.,https://www.signingsavvy.com/sentences/animals/7367
I like frogs.,FROGS I LIKE.,https://www.signingsavvy.com/sentences/animals/7369
I have 9 turtles.,9 TURTLES I HAVE,https://www.signingsavvy.com/sentences/animals/7377
I am afraid of spiders.,SPIDERS I AFRAID.,https://www.signingsavvy.com/sentences/animals/7379
I have 13 donkeys.,13 DONKEYS I HAVE.,https://www.signingsavvy.com/sentences/animals/7387
I dislike alligators.,ALLIGATORS I DISLIKE.,https://www.signingsavvy.com/sentences/animals/7389
I dislike raccoons.,RACCOONS I DISLIKE.,https://www.signingsavvy.com/sentences/animals/7391
I hate turkeys.,TURKEYS I HATE.,https://www.signingsavvy.com/sentences/animals/7393
I feed the birds everyday.,EVERYDAY BIRDS I FEED.,https://www.signingsavvy.com/sentences/animals/7622
"In 1947, Rhulin Thomas became the first deaf pilot to fly from coast-to-coast in the U.S. alone.",YEAR 1947 R-H-U-L-I-N T-H-O-M-A-S HE FIRST DEAF PILOT ALONE UNITED STATES C-O-A-S-T FLY-ACROSS C-O-A-S-T.,https://www.signingsavvy.com/sentences/deafculture/5237
Sean Berdy is a deaf actor well known for acting on the TV series Switched at Birth.,S-E-A-N B-E-R-D-Y HIMSELF DEAF ACTOR FAMOUS WHY? HE INVOLVED #TV PROGRAM QUOTE SWITCHED A-T BIRTH.,https://www.signingsavvy.com/sentences/deafculture/5238
"Did you see the movie about the life of Kitty O’Neil, a deaf stuntwoman and racer?",YOU FINISH SEE MOVIE ABOUT DEAF WOMAN HERSELF FAMOUS S-T-U-N-T WOMAN AND CAR RACER. HER NAME K-I-T-T-Y O’-N-E-I-L.,https://www.signingsavvy.com/sentences/deafculture/5239
My sister is Deaf and goes to Gallaudet University.,GALLAUDET UNIVERSITY MY DEAF SISTER GO-TO.,https://www.signingsavvy.com/sentences/deafculture/5240
William “Dummy” Hoy was a Deaf Major League Baseball player and some say he helped establish the baseball signals for safe and out calls.,W-I-L-L-I-A-M D-U-M-M-Y H-O-Y HIMSELF FAMOUS DEAF BASEBALL PLAYER HE HELP SETUP BASEBALL S-I-G-N-A-L-S SAFE OUT.,https://www.signingsavvy.com/sentences/deafculture/5241
Kenny Walker is deaf and played football in the NFL for the Denver Broncos.,K-E-N-N-Y W-A-L-K-E-R HE DEAF HE PLAY FOOTBALL N-F-L WHICH TEAM? D-E-N-V-E-R B-R-O-N-C-O-S.,https://www.signingsavvy.com/sentences/deafculture/5242
"Ella Mae Lentz is a Deaf American teacher, poet, advocate, and author.",E-L-L-A M-A-E L-E-N-T-Z HERSELF DEAF AMERICAN TEACHER POET ADVOCATE AUTHOR.,https://www.signingsavvy.com/sentences/deafculture/5243
Granville Redmond was a deaf artist. He was friends with Charlie Chaplin and gave him tips from ASL to use when acting in silent films.,G-R-A-N-V-I-L-L-E R-E-D-M-O-N-D HIMSELF DEAF ARTIST. HE FRIEND WHO? C-H-A-R-L-I-E C-H-A-P-L-I-N. HE TEACH ASL FOR-FOR? USE DURING SILENT MOVIES.,https://www.signingsavvy.com/sentences/deafculture/5244
Sir Charles Scott Sherrington was a hard of hearing scientist who received the Nobel Prize in 1932 for helping shape our understanding of the central nervous system.,S-I-R C-H-A-R-L-E-S S-C-O-T-T S-H-E-R-R-I-N-G-T-O-N HIMSELF HARD-OF-HEARING SCIENTIST. YEAR 1932 HE RECEIVED N-O-B-E-L P-R-I-Z-E MEDAL WHY? HE HELP PEOPLE UNDERSTAND C-E-N-T-R-A-L N-E-R-V-O-U-S S-Y-S-T-E-M.,https://www.signingsavvy.com/sentences/deafculture/5245
"Andrew Foster was a famous Deaf African American who was a reverend, educator, and missionary. He established the first school for the deaf in Africa.",A-N-D-R-E-W F-O-S-T-E-R HIMSELF FAMOUS DEAF BLACK MINISTER TEACHER MISSIONARY. HE SETUP FIRST DEAF SCHOOL WHERE? AFRICA.,https://www.signingsavvy.com/sentences/deafculture/5246
"Sometimes people think the deaf use braille, but that is not true, only blind people use braille.",SOMETIMES PEOPLE THINK DEAF PEOPLE USE BRAILLE. NO! ONLY BLIND PEOPLE USE BRAILLE.,https://www.signingsavvy.com/sentences/deafculture/5247
"Louise Fletcher is a CODA and actress. She one 3 awards. She won an Oscar, a BAFTA, and a Golden Globe award for one movie, called ""One Flew Over the Cuckoo's Nest"".",L-O-U-I-S-E F-L-E-T-C-H-E-R SHE C-O-D-A HERSELF ACTRESS SHE WON THREE AWARDS ONE-OF-THREE O-S-C-A-R TWO-OF-THREE B-A-F-T-A THREE-OF-THREE G-O-L-D-E-N G-L-O-B-E FOR ONE MOVIE QUOTE O-N-E F-L-E-W O-V-E-R T-H-E C-U-C-K-O-O’S N-E-S-T QUOTE.,https://www.signingsavvy.com/sentences/deafculture/5248
Marlee Matlin is a famous Deaf Actress. She won an Academy Award and a Golden Globe for her role in the movie Children of a Lesser God.,M-A-R-L-E-E M-A-T-L-I-N SHE FAMOUS DEAF ACTRESS. SHE WON BOTH A-C-A-D-E-M-Y A-W-A-R-D G-O-L-D-E-N G-L-O-B-E FOR HER ROLE MOVIE QUOTE CHILDREN O-F A L-E-S-S-E-R GOD.,https://www.signingsavvy.com/sentences/deafculture/5249
Cal Rodgers was a deaf pilot. He made the first transcontinental airplane flight after crashing several times along the way.,C-A-L R-O-D-G-E-R-S HE DEAF PILOT HIS GOAL U-S FLY-ACROSS (FLIGHT) WRONG FLY-ACROSS CRASH LUCKY ALIVE FIX FIX FIX FLY-ACROSS CRASH STILL ALIVE FIX FIX FIX FLY-ACROSS MANY STOP STOP STOP FINALLY ARRIVE YAY.,https://www.signingsavvy.com/sentences/deafculture/5250
Terence Parkin is a deaf swimmer from South Africa. He won the silver medal in the Olympics in 2000.,T-E-R-E-N-C-E P-A-R-K-I-N HIMSELF FAMOUS DEAF SWIMMER FROM SOUTH AFRICA. 2000 OLYMPICS SILVER MEDAL HE WON.,https://www.signingsavvy.com/sentences/deafculture/5251
"Three of the most famous deaf pilots are Cal Rodgers, Nellie Zabel Willhite, and Rhulin Thomas.","MOST FAMOUS DEAF PILOTS WHO? ONE-OF-THREE C-A-L R-O-D-G-E-R-S, TWO-OF-THREE N-E-L-L-I-E Z-A-B-E-L W-I-L-L-H-I-T-E, THREE-OF-THREE R-H-U-L-I-N T-H-O-M-A-S.",https://www.signingsavvy.com/sentences/deafculture/5252
I. King Jordan was the first Deaf President of Gallaudet University.,I K-I-N-G J-O-R-D-A-N HIMSELF FIRST DEAF PRESIDENT GALLAUDET UNIVERSITY.,https://www.signingsavvy.com/sentences/deafculture/5253
Christy Smith was the first deaf contestant to appear on the reality TV show Survivor.,C-H-R-I-S-T-Y S-M-I-T-H HERSELF FIRST DEAF PERSON INVOLVE #TV PROGRAM TITLE S-U-R-V-I-V-O-R.,https://www.signingsavvy.com/sentences/deafculture/5254
Linda Bove is a deaf actress. She played the role of Linda the librarian on Sesame Street for 31 years.,L-I-N-D-A B-O-V-E HERSELF DEAF ACTRESS. SHE ACT #TV PROGRAM S-E-S-A-M-E S-T-R-E-E-T ROLE WHAT? L-I-N-D-A T-H-E LIBRARIAN CONTINUE 31 YEARS.,https://www.signingsavvy.com/sentences/deafculture/5255
Jeff Float is a deaf American swimmer who won a gold medal at the 1984 Olympics.,J-E-F-F F-L-O-A-T HIMSELF AMERICAN DEAF SWIMMER 1984 OLYMPICS GOLD MEDAL HE WON.,https://www.signingsavvy.com/sentences/deafculture/5256
The closed captions on our TV are always on.,OUR #TV #CC (closed captions) ALWAYS #ON.,https://www.signingsavvy.com/sentences/deafculture/5257
Dr. Charles Nicolle was born hearing but became deaf by the age of 20. He was the first deaf person to receive a Nobel Prize. It was for discovering that Typhus is spread by lice.,D-R. C-H-A-R-L-E-S N-I-C-O-L-L-E HE BORN HEARING EAR DETERIORATE AGE 20 FULL DEAF. HE FIRST DEAF GET N-O-B-E-L P-R-I-Z-E FOR DISCOVERING T-Y-P-H-U-S OUTBREAK START HOW? FROM L-I-C-E.,https://www.signingsavvy.com/sentences/deafculture/5258
"As a young girl, Alice Cogswell, inspired her neighbor, Thomas Hopkins Gallaudet, to devote his life to educating the deaf and to create the American School for the Deaf. She and six other deaf children were the first students to attend the American School for the Deaf in 1817.",LITTLE DEAF GIRL NAME A-L-I-C-E C-O-G-S-W-E-L-L MET NEIGHBOR HIS NAME T-H-O-M-A-S H. G-A-L-L-A-U-D-E-T GALLAUDET. HE FASCINATED HER. YEAR 1871 HE ESTABLISHED AMERICAN SCHOOL FOR DEAF. SHE AND SIX OTHER STUDENTS FIRST ENTER A-S-D.,https://www.signingsavvy.com/sentences/deafculture/5259
"Juliette Gordon Low was sick often while growing up and lost her hearing in her right ear. On her wedding day, rice went into her left ear and when the doctor tried to take it out, he punctured her eardrum. Then she was deaf in both ears. She founded the Girl Scouts when she was 51 years old because she wanted girls to have the same opportunities as boys.",J-U-L-I-E-T-T-E G-O-R-D-O-N L-O-W SHE GREW-UP SICKLY RIGHT EAR DETERIORATE. LATER HER WEDDING R-I-C-E WENT-IN-THE-EAR LEFT EAR DOCTOR TRY EXTRACT OOPS PUNCTURE EAR NOW DEAF BOTH EARS. FUTURE AGE 51 SHE FOUNDED GIRL SCOUTS WHY? WANT GIRLS SAME BOYS.,https://www.signingsavvy.com/sentences/deafculture/5260
"The man who invented the TTY was Robert Weitbrecht, he was deaf.",MAN WHO INVENTED #TTY (teletypewriter) HIMSELF DEAF NAME R-O-B-E-R-T W-E-I-T-B-R-E-C-H-T.,https://www.signingsavvy.com/sentences/deafculture/5261
"Helen Keller was a famous deaf-blind woman. She was an author, lecturer, and activist.",H-E-L-E-N K-E-L-L-E-R H-K HERSELF FAMOUS DEAF-BLIND WOMAN. SHE AUTHOR TWO OF THREE LECTURER THREE OF THREE ACTIVIST.,https://www.signingsavvy.com/sentences/deafculture/5262
"Matt Hamill is a Deaf wrestler. He won three NCAA National Championships, a silver and gold medal in the Deaflympics, and there is a movie about his life called “The Hammer.”","M-A-T-T H-A-M-I-L-L HIMSELF DEAF WRESTLER. HE LIST ACCOMPLISHMENTS ONE-OF-THREE THREE N-C-A-A NATIONAL CHAMPIONSHIPS, TWO-OF-THREE HE WON 1 SILVER MEDAL 1 GOLD MEDAL DEAFLYMPICS, THREE-OF-THREE HAVE MOVIE ABOUT HIS LIFE QUOTE “T-H-E H-A-M-M-E-R”.",https://www.signingsavvy.com/sentences/deafculture/5263
Ludwig van Beethoven was a famous composer from Germany who became deaf. He was still able to create and play music.,L-U-D-W-I-G V-A-N B-E-E-T-H-O-V-E-N HIMSELF FAMOUS COMPOSER FROM GERMANY HIS HEARING DETERIORATED. DIDN’T-MATTER HE STILL EXPERT CREATE MUSIC PLAY-PIANO.,https://www.signingsavvy.com/sentences/deafculture/5264
"Phyllis Frelich was a deaf actress and famous for winning the 1980 Best Actress Tony Award for the play ""Children of a Lesser God.""",P-H-Y-L-L-I-S F-R-E-L-I-C-H HERSELF DEAF ACTRESS FAMOUS WHY? WIN T-O-N-Y AWARD FOR PLAY QUOTE “CHILDREN O-F A L-E-S-S-E-R GOD.”,https://www.signingsavvy.com/sentences/deafculture/5265
"Robert Davila served as the ninth president of Gallaudet University from 2007 to 2009. Prior to becoming the president of Gallaudet University, he was the first Deaf CEO of the National Technical Institute for the Deaf.",R-O-B-E-R-T D-A-V-I-L-A HE NINTH PRESIDENT GALLAUDET UNIVERSITY YEAR 2007 RANGE 2009 BEFORE THAT HE FIRST DEAF CEO ADMINISTRATOR N-T-I-D.,https://www.signingsavvy.com/sentences/deafculture/5266
American Sign Language was recognized as a true language in 1965.,YEAR 1965 ASL RECOGNIZED TRUE LANGUAGE.,https://www.signingsavvy.com/sentences/deafculture/5267
Sir John Cornforth was a deaf chemist who won the Nobel Prize in Chemistry in 1975.,S-I-R J-O-H-N C-O-R-N-F-O-R-T-H HIMSELF DEAF CHEMIST YEAR 1975 HE WON N-O-B-E-L P-R-I-Z-E SPECIALIZED CHEMISTRY.,https://www.signingsavvy.com/sentences/deafculture/5268
Deaf people use a teletypewriter to communicate over the phone.,DEAF PEOPLE COMMUNICATE THROUGH PHONE HOW? USE TELETYPEWRITER (#TTY).,https://www.signingsavvy.com/sentences/deafculture/5269
"Morris Broderson is a deaf painter. His artwork has been displayed many places, such as at Gallaudet University, NTID, and the Guggenheim and Whitney Museums.","M-O-R-R-I-S B-R-O-D-E-R-S-O-N HIMSELF DEAF PAINTER. HIS ART DISPLAYED MANY PLACES SAME-AS ONE-OF-FOUR GALLAUDET UNIVERSITY, TWO-OF-FOUR N-T-I-D, THREE-OF-FOUR G-U-G-G-E-N-H-E-I-M FOUR-OF-FOUR W-H-I-T-N-E-Y MUSEUMS.",https://www.signingsavvy.com/sentences/deafculture/5270
Keith Wann is a CODA and well-known ASL performer and comedian.,K-E-I-T-H W-A-N-N HIMSELF C-O-D-A. HE FAMOUS A-S-L ACTOR AND COMEDIAN.,https://www.signingsavvy.com/sentences/deafculture/5271
CJ Jones is a famous Deaf actor and comedian. He says “Anything is possible. Success has nothing to do with being deaf or black or any disability. It has to do with your passion to do greater things in life!”,C-J J-O-N-E-S HIMSELF FAMOUS DEAF ACTOR AND COMEDIAN. HE SAYS QUOTE ANYTHING POSSIBLE! NOTHING RELATED-TO DEAF BLACK DISABLED. ABOUT HAVING PASSION DO WONDERFUL THINGS LIFE.,https://www.signingsavvy.com/sentences/deafculture/5272
Roy Holcomb was a deaf teacher who coined the term total communication.,R-O-Y H-O-L-C-O-M-B HE DEAF TEACHER INVENTED TERM T-O-T-A-L C-O-M-M-U-N-I-C-A-T-I-O-N TOTAL COMMUNICATION.,https://www.signingsavvy.com/sentences/deafculture/5273
Heather Whitestone was the first deaf person to be crowned as Miss America in 1995.,YEAR 1995 H-E-A-T-H-E-R W-H-I-T-E-S-T-O-N-E SHE FIRST DEAF PERSON CROWN M-I-S-S AMERICA.,https://www.signingsavvy.com/sentences/deafculture/5274
"Thomas H. Gallaudet was a minister, educator, and co-founded the first school for the deaf called the American School for the Deaf in Hartford, Connecticut. Gallaudet University was named in honor of him in 1894.",T-H-O-M-A-S H. G-A-L-L-A-U-D-E-T HIMSELF MINISTER TEACHER HE CO- FOUNDED FIRST RESIDENTIAL SCHOOL U-S CALLED AMERICAN SCHOOL DEAF A-S-D WHERE? HARTFORD C-O-N-N. YEAR 1894 GALLAUDET COLLEGE NAMED AFTER HIM.,https://www.signingsavvy.com/sentences/deafculture/5275
